K Value,Random State,TN,FP,FN,TP,Accuracy,Precision,Recall,F1-Score
91,80,8135,13,2294,304,0.7853154662199888,0.7800364368587592,0.9984045164457536,0.8758141788232762
91,225,8123,7,2304,312,0.7849432346919785,0.7790351970844922,0.9991389913899139,0.8754647841784772
91,2067,8192,7,2263,284,0.7887586078540852,0.7835485413677666,0.9991462373460178,0.8783102819770559
91,4133,8210,10,2239,287,0.7907128233761399,0.7857211216384343,0.9987834549878345,0.8795329155284162
91,6741,8147,9,2290,300,0.7860599292760097,0.78058829165469,0.9988965179009318,0.8763513150110256
91,9931,8147,3,2296,300,0.7860599292760097,0.7801398065689936,0.9996319018404908,0.8763513150110258
91,58146,8146,12,2303,285,0.784571003163968,0.7795961336013015,0.9985290512380486,0.8755844574622453
91,79327,8194,7,2250,295,0.7899683603201191,0.7845653006510915,0.9991464455554201,0.8789487798337356
91,3114652,8081,7,2364,294,0.7793597617718221,0.7736716132120632,0.9991345202769535,0.8720660443533158
91,8538320,8115,7,2335,289,0.7820584403498977,0.776555023923445,0.9991381433144546,0.873896187809606
92,80,8136,12,2298,300,0.785036292573981,0.7797584818861415,0.9985272459499264,0.8756861478850501
92,225,8123,7,2314,302,0.7840126558719523,0.7782887803008527,0.9991389913899139,0.8749932676253568
92,2067,8192,7,2268,279,0.7882933184440722,0.7831739961759082,0.9991462373460178,0.8780749236293478
92,4133,8211,9,2245,281,0.7902475339661269,0.7852907421576129,0.9989051094890511,0.8793103448275862
92,6741,8148,8,2297,293,0.785501581983994,0.7800861656294877,0.9990191270230505,0.8760819310789743
92,9931,8148,2,2300,296,0.7857807556300018,0.7798621745788668,0.9997546012269939,0.8762232498118078
92,58146,8147,11,2306,282,0.7843848873999628,0.7793934755572562,0.9986516303015445,0.8755037343506528
92,79327,8195,6,2255,290,0.7895961287921087,0.7842105263157895,0.9992683819046457,0.8787732561256768
92,3114652,8081,7,2369,289,0.7788944723618091,0.7733014354066986,0.9991345202769535,0.8718308339626712
92,8538320,8115,7,2341,283,0.781500093057882,0.7761094108645754,0.9991381433144546,0.8736139519862203
93,80,8136,12,2297,301,0.7851293504559836,0.7798332215086744,0.9985272459499264,0.8757332759270222
93,225,8123,7,2309,307,0.7844779452819653,0.7786618098159509,0.9991389913899139,0.8752289623962936
93,2067,8192,7,2268,279,0.7882933184440722,0.7831739961759082,0.9991462373460178,0.8780749236293478
93,4133,8210,10,2243,283,0.7903405918481295,0.7854204534583373,0.9987834549878345,0.8793445081133187
93,6741,8147,9,2295,295,0.7855946398659966,0.780214518291515,0.9988965179009318,0.8761157113668135
93,9931,8148,2,2299,297,0.7858738135120045,0.7799368239686034,0.9997546012269939,0.876270366188095
93,58146,8146,12,2304,284,0.7844779452819653,0.7795215311004785,0.9985290512380486,0.8755374032674118
93,79327,8195,6,2254,291,0.7896891866741113,0.7842855775672313,0.9992683819046457,0.8788203753351205
93,3114652,8080,8,2365,293,0.7791736460078169,0.7735758736237435,0.9990108803165183,0.8719581287433227
93,8538320,8114,8,2341,283,0.7814070351758794,0.7760879961740794,0.9990150209308052,0.8735533186197988
94,80,8137,11,2302,296,0.7847571189279732,0.7794807931794233,0.9986499754540992,0.8755581858288052
94,225,8123,7,2321,295,0.7833612506979342,0.7777671390271926,0.9991389913899139,0.8746635081296437
94,2067,8192,7,2277,270,0.7874557975060488,0.7825007164008023,0.9991462373460178,0.8776515963145489
94,4133,8212,8,2251,275,0.7897822445561139,0.7848609385453503,0.9990267639902677,0.8790879409088478
94,6741,8148,8,2300,290,0.7852224083379862,0.7798621745788668,0.9990191270230505,0.8759406579230273
94,9931,8148,2,2305,291,0.7853154662199888,0.7794891418731464,0.9997546012269939,0.8759877439122723
94,58146,8147,11,2308,280,0.7841987716359575,0.779244380679101,0.9986516303015445,0.8754096599151131
94,79327,8195,6,2256,289,0.7895030709101061,0.7841354894268491,0.9992683819046457,0.8787261419686897
94,3114652,8082,6,2372,286,0.7787083565978038,0.7731012052802755,0.9992581602373887,0.8717506202135691
94,8538320,8115,7,2342,282,0.7814070351758794,0.7760351917375921,0.9991381433144546,0.8735669304052962
95,80,8136,12,2302,296,0.7846640610459706,0.7794596666027974,0.9985272459499264,0.8754976864306467
95,225,8123,7,2315,301,0.7839195979899497,0.7782142172830044,0.9991389913899139,0.8749461439034898
95,2067,8192,7,2274,273,0.7877349711520566,0.782725014332123,0.9991462373460178,0.8777926600589339
95,4133,8211,9,2248,278,0.7899683603201191,0.7850654938330625,0.9989051094890511,0.8791691204025911
95,6741,8148,8,2297,293,0.785501581983994,0.7800861656294877,0.9990191270230505,0.8760819310789743
95,9931,8148,2,2302,294,0.7855946398659966,0.7797129186602871,0.9997546012269939,0.8761290322580646
95,58146,8147,11,2308,280,0.7841987716359575,0.779244380679101,0.9986516303015445,0.8754096599151131
95,79327,8195,6,2253,292,0.7897822445561139,0.7843606431852986,0.9992683819046457,0.8788674995978337
95,3114652,8082,6,2372,286,0.7787083565978038,0.7731012052802755,0.9992581602373887,0.8717506202135691
95,8538320,8115,7,2341,283,0.781500093057882,0.7761094108645754,0.9991381433144546,0.8736139519862203
96,80,8138,10,2304,294,0.7846640610459706,0.7793526144416778,0.998772704958272,0.8755244755244753
96,225,8123,7,2322,294,0.7832681928159315,0.7776926759214935,0.9991389913899139,0.8746164199192463
96,2067,8192,7,2279,268,0.7872696817420436,0.7823512558494891,0.9991462373460178,0.8775575790037493
96,4133,8213,7,2252,274,0.7897822445561139,0.7848064978499761,0.9991484184914842,0.8791008830612792
96,6741,8148,8,2302,288,0.785036292573981,0.7797129186602871,0.9990191270230505,0.8758465011286682
96,9931,8148,2,2309,287,0.7849432346919785,0.7791909725542698,0.9997546012269939,0.8757994303219219
96,58146,8147,11,2310,278,0.7840126558719523,0.7790953428325523,0.9986516303015445,0.8753156056943325
96,79327,8195,6,2254,291,0.7896891866741113,0.7842855775672313,0.9992683819046457,0.8788203753351205
96,3114652,8083,5,2374,284,0.7786152987158013,0.7729750406426318,0.999381800197824,0.8717174440550014
96,8538320,8115,7,2344,280,0.7812209194118742,0.7758867960608089,0.9991381433144546,0.8734729024272107
97,80,8138,10,2303,295,0.7847571189279732,0.7794272579254861,0.998772704958272,0.8755715745871215
97,225,8123,7,2316,300,0.7838265401079472,0.7781396685506274,0.9991389913899139,0.8748990252571489
97,2067,8192,7,2277,270,0.7874557975060488,0.7825007164008023,0.9991462373460178,0.8776515963145489
97,4133,8211,9,2248,278,0.7899683603201191,0.7850654938330625,0.9989051094890511,0.8791691204025911
97,6741,8148,8,2302,288,0.785036292573981,0.7797129186602871,0.9990191270230505,0.8758465011286682
97,9931,8148,2,2308,288,0.785036292573981,0.779265493496557,0.9997546012269939,0.8758465011286682
97,58146,8147,11,2310,278,0.7840126558719523,0.7790953428325523,0.9986516303015445,0.8753156056943325
97,79327,8195,6,2252,293,0.7898753024381165,0.7844357231741169,0.9992683819046457,0.8789146289146289
97,3114652,8082,6,2371,287,0.7788014144798064,0.7731751650243949,0.9992581602373887,0.8717976376678711
97,8538320,8115,7,2342,282,0.7814070351758794,0.7760351917375921,0.9991381433144546,0.8735669304052962
98,80,8139,9,2309,289,0.7842918295179602,0.7790007656967841,0.9988954344624448,0.8753495375349537
98,225,8123,7,2323,293,0.7831751349339289,0.7776182270725637,0.9991389913899139,0.874569336778639
98,2067,8192,7,2283,264,0.7868974502140331,0.7820525059665872,0.9991462373460178,0.877369604798115
98,4133,8213,7,2252,274,0.7897822445561139,0.7848064978499761,0.9991484184914842,0.8791008830612792
98,6741,8148,8,2306,284,0.7846640610459706,0.7794145781519036,0.9990191270230505,0.8756582482536271
98,9931,8148,2,2314,282,0.7844779452819653,0.7788185815331676,0.9997546012269939,0.8755641521598969
98,58146,8147,11,2313,275,0.7837334822259445,0.7788718929254302,0.9986516303015445,0.8751745622515844
98,79327,8196,5,2257,288,0.7895030709101061,0.7840811250358749,0.9993903182538715,0.8787391444194276
98,3114652,8083,5,2375,283,0.7785222408337986,0.7729011283228151,0.999381800197824,0.871670441065459
98,8538320,8115,7,2347,277,0.7809417457658664,0.7756643089275473,0.9991381433144546,0.873331898407232
99,80,8139,9,2309,289,0.7842918295179602,0.7790007656967841,0.9988954344624448,0.8753495375349537
99,225,8123,7,2322,294,0.7832681928159315,0.7776926759214935,0.9991389913899139,0.8746164199192463
99,2067,8192,7,2281,266,0.7870835659780383,0.7822018523823164,0.9991462373460178,0.8774635818337618
99,4133,8213,7,2249,277,0.7900614182021217,0.7850315427260562,0.9991484184914842,0.8792420511722515
99,6741,8148,8,2305,285,0.7847571189279732,0.7794891418731464,0.9990191270230505,0.8757053038852168
99,9931,8147,3,2312,284,0.784571003163968,0.7789463619848934,0.9996319018404908,0.8755978290074695
99,58146,8147,11,2312,276,0.7838265401079472,0.7789463619848934,0.9986516303015445,0.8752215716817964
99,79327,8196,5,2253,292,0.7898753024381165,0.7843812805053115,0.9993903182538715,0.8789276139410188
99,3114652,8083,5,2374,284,0.7786152987158013,0.7729750406426318,0.999381800197824,0.8717174440550014
99,8538320,8115,7,2346,278,0.7810348036478689,0.7757384571264697,0.9991381433144546,0.8733788946886939
100,80,8140,8,2311,287,0.7841987716359575,0.7788728351353937,0.9990181639666176,0.8753158771976988
100,225,8124,6,2323,293,0.7832681928159315,0.7776395137360008,0.9992619926199262,0.8746299187166926
100,2067,8192,7,2284,263,0.7868043923320305,0.7819778541428026,0.9991462373460178,0.8773226238286479
100,4133,8214,6,2255,271,0.7895961287921087,0.7846021587544179,0.9992700729927008,0.8790197442345766
100,6741,8149,7,2309,281,0.7844779452819653,0.7792120864410021,0.9991417361451692,0.8755775222950467
100,9931,8148,2,2319,277,0.7840126558719523,0.7784465462883348,0.9997546012269939,0.8753290003760005
100,58146,8149,9,2317,271,0.7835473664619393,0.7786164723867762,0.9988967884285364,0.8751073883161512
100,79327,8196,5,2266,279,0.7886655499720826,0.78340661441407,0.9993903182538715,0.8783153833788779
100,3114652,8083,5,2377,281,0.7783361250697934,0.7727533460803059,0.999381800197824,0.8715764502911364
100,8538320,8116,6,2351,273,0.7806625721198586,0.7753893188115029,0.9992612656981039,0.8732045833557479
101,80,8140,8,2309,289,0.7843848873999628,0.7790219159728203,0.9990181639666176,0.8754100123675861
101,225,8123,7,2322,294,0.7832681928159315,0.7776926759214935,0.9991389913899139,0.8746164199192463
101,2067,8192,7,2283,264,0.7868974502140331,0.7820525059665872,0.9991462373460178,0.877369604798115
101,4133,8212,8,2253,273,0.7895961287921087,0.7847109412326804,0.9990267639902677,0.8789938453304791
101,6741,8149,7,2309,281,0.7844779452819653,0.7792120864410021,0.9991417361451692,0.8755775222950467
101,9931,8148,2,2314,282,0.7844779452819653,0.7788185815331676,0.9997546012269939,0.8755641521598969
101,58146,8149,9,2314,274,0.7838265401079472,0.7788397209213419,0.9988967884285364,0.8752483754900381
101,79327,8196,5,2262,283,0.7890377815000931,0.7837062535857716,0.9993903182538715,0.8785036711506511
101,3114652,8083,5,2376,282,0.778429182951796,0.7728272301367244,0.999381800197824,0.8716234431444438
101,8538320,8116,6,2350,274,0.7807556300018612,0.7754634053124403,0.9992612656981039,0.873251560146331
102,80,8140,8,2316,282,0.7837334822259445,0.7785003825554705,0.9990181639666176,0.8750806278219737
102,225,8124,6,2327,289,0.782895961287921,0.7773418811596976,0.9992619926199262,0.8744416339271298
102,2067,8192,7,2288,259,0.7864321608040201,0.7816793893129771,0.9991462373460178,0.8771347502542962
102,4133,8214,6,2257,269,0.7894100130281034,0.784452296819788,0.9992700729927008,0.878925686159114
102,6741,8150,6,2311,279,0.7843848873999628,0.779084217570022,0.9992643452672879,0.8755438577644089
102,9931,8148,2,2321,275,0.7838265401079472,0.7782978316935715,0.9997546012269939,0.8752349750255116
102,58146,8151,7,2318,270,0.7836404243439419,0.778584392014519,0.9991419465555283,0.8751811885971976
102,79327,8196,5,2268,277,0.7884794342080774,0.783256880733945,0.9993903182538715,0.8782212697562282
102,3114652,8084,4,2387,271,0.77749860413177,0.7720370547225671,0.9995054401582592,0.8711676275661403
102,8538320,8117,5,2353,271,0.7805695142378559,0.7752626552053486,0.9993843880817532,0.873171256454389
103,80,8140,8,2314,284,0.7839195979899497,0.7786493208341305,0.9990181639666176,0.8751747123965166
103,225,8124,6,2326,290,0.7829890191699237,0.7774162679425838,0.9992619926199262,0.8744886975242195
103,2067,8192,7,2288,259,0.7864321608040201,0.7816793893129771,0.9991462373460178,0.8771347502542962
103,4133,8214,6,2255,271,0.7895961287921087,0.7846021587544179,0.9992700729927008,0.8790197442345766
103,6741,8150,6,2310,280,0.7844779452819653,0.7791586998087954,0.9992643452672879,0.87559088955737
103,9931,8148,2,2319,277,0.7840126558719523,0.7784465462883348,0.9997546012269939,0.8753290003760005
103,58146,8149,9,2317,271,0.7835473664619393,0.7786164723867762,0.9988967884285364,0.8751073883161512
103,79327,8196,5,2266,279,0.7886655499720826,0.78340661441407,0.9993903182538715,0.8783153833788779
103,3114652,8084,4,2385,273,0.7776847198957751,0.7721845448466902,0.9995054401582592,0.8712615185644231
103,8538320,8117,5,2352,272,0.7806625721198586,0.7753367083771134,0.9993843880817532,0.8732182238717658
104,80,8142,6,2322,276,0.7833612506979342,0.7780963302752294,0.9992636229749632,0.8749194068343005
104,225,8124,6,2336,280,0.7820584403498977,0.7766730401529637,0.9992619926199262,0.8740182894029048
104,2067,8193,6,2292,255,0.7861529871580123,0.7814020028612303,0.9992682034394438,0.8770070648683364
104,4133,8214,6,2258,268,0.7893169551461009,0.7843773873185638,0.9992700729927008,0.8788786646693773
104,6741,8150,6,2316,274,0.7839195979899497,0.7787120198738773,0.9992643452672879,0.8753087745677155
104,9931,8148,2,2330,266,0.7829890191699237,0.7776293185722466,0.9997546012269939,0.8748121108009449
104,58146,8151,7,2325,263,0.7829890191699237,0.7780641466208477,0.9991419465555283,0.8748524203069658
104,79327,8197,4,2272,273,0.7882002605620696,0.782978316935715,0.9995122546030972,0.8780931976432781
104,3114652,8084,4,2390,268,0.7772194304857621,0.7718159251479855,0.9995054401582592,0.871026829005495
104,8538320,8118,4,2355,269,0.7804764563558534,0.7751360641649957,0.9995075104654026,0.873137940306534
105,80,8141,7,2320,278,0.7834543085799367,0.7782238791702514,0.9991408934707904,0.8749529797409854
105,225,8124,6,2334,282,0.7822445561139029,0.7768215720022948,0.9992619926199262,0.8741123305358296
105,2067,8192,7,2292,255,0.7860599292760097,0.7813811522319726,0.9991462373460178,0.8769469571267998
105,4133,8214,6,2256,270,0.7895030709101061,0.7845272206303725,0.9992700729927008,0.8789727126805779
105,6741,8150,6,2315,275,0.7840126558719523,0.7787864309603441,0.9992643452672879,0.875355781107352
105,9931,8148,2,2327,269,0.7832681928159315,0.7778520286396181,0.9997546012269939,0.8749530201342283
105,58146,8148,10,2324,264,0.7828029034059185,0.7780748663101604,0.9987742093650405,0.874718196457327
105,79327,8197,4,2269,276,0.7884794342080774,0.7832027517676285,0.9995122546030972,0.878234317244335
105,3114652,8084,4,2389,269,0.7773124883677648,0.7718896209300105,0.9995054401582592,0.8710737568018962
105,8538320,8118,4,2354,270,0.7805695142378559,0.7752100840336135,0.9995075104654026,0.873184898354308
106,80,8143,5,2327,271,0.7829890191699237,0.77774594078319,0.999386352479136,0.8747448705553764
106,225,8124,6,2341,275,0.7815931509398846,0.7763019589106546,0.9992619926199262,0.8737832750739447
106,2067,8193,6,2292,255,0.7861529871580123,0.7814020028612303,0.9992682034394438,0.8770070648683364
106,4133,8214,6,2261,265,0.7890377815000931,0.7841527446300716,0.9992700729927008,0.8787376303824552
106,6741,8150,6,2321,269,0.7834543085799367,0.7783401776334639,0.9992643452672879,0.875073817576636
106,9931,8148,2,2333,263,0.7827098455239159,0.7774067359984734,0.9997546012269939,0.8746712468466534
106,58146,8151,7,2329,259,0.7826167876419132,0.7777671755725191,0.9991419465555283,0.8746646635905141
106,79327,8197,4,2279,266,0.7875488553880514,0.782455135547919,0.9995122546030972,0.8777640948760507
106,3114652,8084,4,2397,261,0.776568025311744,0.7713004484304933,0.9995054401582592,0.8706984759545479
106,8538320,8118,4,2361,263,0.7799181090638377,0.7746922416261094,0.9995075104654026,0.8728562980484921
107,80,8143,5,2325,273,0.7831751349339289,0.7778945357279328,0.999386352479136,0.8748388483025354
107,225,8124,6,2340,276,0.7816862088218872,0.7763761467889908,0.9992619926199262,0.8738302678283318
107,2067,8193,6,2292,255,0.7861529871580123,0.7814020028612303,0.9992682034394438,0.8770070648683364
107,4133,8214,6,2260,266,0.7891308393820957,0.7842276112278022,0.9992700729927008,0.8787846367818551
107,6741,8150,6,2319,271,0.7836404243439419,0.7784888719075366,0.9992643452672879,0.8751677852348994
107,9931,8148,2,2330,266,0.7829890191699237,0.7776293185722466,0.9997546012269939,0.8748121108009449
107,58146,8149,9,2329,259,0.782430671877908,0.7777247566329453,0.9988967884285364,0.8745438935393861
107,79327,8197,4,2278,267,0.787641913270054,0.7825298329355609,0.9995122546030972,0.8778110944527736
107,3114652,8084,4,2396,262,0.7766610831937465,0.7713740458015267,0.9995054401582592,0.8707453683757002
107,8538320,8118,4,2358,266,0.7801972827098456,0.7749140893470791,0.9995075104654026,0.8729970964619852
108,80,8143,5,2331,267,0.7826167876419132,0.7774489211380562,0.999386352479136,0.8745569756202342
108,225,8124,6,2349,267,0.7808486878838637,0.7757089659123461,0.9992619926199262,0.8734075149169489
108,2067,8194,5,2296,251,0.7858738135120045,0.7811248808388942,0.9993901695328699,0.8768794478035208
108,4133,8214,6,2269,257,0.7882933184440722,0.7835543260517027,0.9992700729927008,0.8783617601454313
108,6741,8150,6,2322,268,0.7833612506979342,0.7782658517952635,0.9992643452672879,0.8750268413141508
108,9931,8148,2,2337,259,0.7823376139959054,0.7771101573676681,0.9997546012269939,0.8744834987925947
108,58146,8152,6,2333,255,0.7823376139959054,0.7774916547448736,0.9992645256190242,0.8745373598669742
108,79327,8197,4,2287,258,0.7868043923320305,0.7818580694391454,0.9995122546030972,0.8773882793684774
108,3114652,8084,4,2399,259,0.7763819095477387,0.7711532958122674,0.9995054401582592,0.8706047062624522
108,8538320,8118,4,2364,260,0.7796389354178299,0.7744705208929593,0.9995075104654026,0.8727155450440766
109,80,8143,5,2327,271,0.7829890191699237,0.77774594078319,0.999386352479136,0.8747448705553764
109,225,8124,6,2345,271,0.7812209194118742,0.7760053491259911,0.9992619926199262,0.8735953545889564
109,2067,8194,5,2294,253,0.7860599292760097,0.7812738367658276,0.9993901695328699,0.8769732969443998
109,4133,8214,6,2267,259,0.7884794342080774,0.783703845052953,0.9992700729927008,0.8784556975562804
109,6741,8150,6,2320,270,0.7835473664619393,0.778414517669532,0.9992643452672879,0.8751207988832813
109,9931,8148,2,2334,262,0.7826167876419132,0.7773325701202061,0.9997546012269939,0.8746243022756548
109,58146,8152,6,2332,256,0.782430671877908,0.7775658145745898,0.9992645256190242,0.8745842720738118
109,79327,8197,4,2283,262,0.787176623860041,0.7821564885496183,0.9995122546030972,0.8775761468872115
109,3114652,8084,4,2397,261,0.776568025311744,0.7713004484304933,0.9995054401582592,0.8706984759545479
109,8538320,8118,4,2364,260,0.7796389354178299,0.7744705208929593,0.9995075104654026,0.8727155450440766
110,80,8143,5,2333,265,0.782430671877908,0.7773004963726613,0.999386352479136,0.8744630584192439
110,225,8124,6,2352,264,0.7805695142378559,0.7754868270332188,0.9992619926199262,0.873266688165108
110,2067,8195,4,2297,250,0.7858738135120045,0.7810712924132672,0.9995121356262959,0.8768926221175967
110,4133,8214,6,2273,253,0.7879210869160618,0.7832554591398875,0.9992700729927008,0.8781739455818677
110,6741,8150,6,2320,270,0.7835473664619393,0.778414517669532,0.9992643452672879,0.8751207988832813
110,9931,8148,2,2340,256,0.7820584403498977,0.7768878718535469,0.9997546012269939,0.8743427406374075
110,58146,8152,6,2334,254,0.7822445561139029,0.7774175090596986,0.9992645256190242,0.8744904526925552
110,79327,8197,4,2292,253,0.7863391029220175,0.7814853656211269,0.9995122546030972,0.8771535580524343
110,3114652,8084,4,2400,258,0.7762888516657361,0.7710797405570393,0.9995054401582592,0.8705578289898772
110,8538320,8119,3,2372,252,0.7789875302438116,0.7739014393289486,0.999630632849052,0.8724010100467415
111,80,8143,5,2332,266,0.7825237297599107,0.7773747016706444,0.999386352479136,0.8745100144982011
111,225,8124,6,2349,267,0.7808486878838637,0.7757089659123461,0.9992619926199262,0.8734075149169489
111,2067,8195,4,2297,250,0.7858738135120045,0.7810712924132672,0.9995121356262959,0.8768926221175967
111,4133,8214,6,2272,254,0.7880141447980644,0.7833301544917032,0.9992700729927008,0.878220891692505
111,6741,8150,6,2320,270,0.7835473664619393,0.778414517669532,0.9992643452672879,0.8751207988832813
111,9931,8148,2,2338,258,0.7822445561139029,0.7770360480640854,0.9997546012269939,0.8744365743721829
111,58146,8152,6,2334,254,0.7822445561139029,0.7774175090596986,0.9992645256190242,0.8744904526925552
111,79327,8197,4,2288,257,0.7867113344500279,0.7817835002384359,0.9995122546030972,0.8773413250561919
111,3114652,8083,5,2396,262,0.776568025311744,0.7713522282660559,0.999381800197824,0.870684547853719
111,8538320,8119,3,2370,254,0.7791736460078169,0.774049003718181,0.999630632849052,0.8724947611627533
112,80,8143,5,2336,262,0.7821514982319002,0.777077965454719,0.999386352479136,0.8743222204327051
112,225,8124,6,2359,257,0.7799181090638377,0.7749689974244014,0.9992619926199262,0.8729382689518078
112,2067,8195,4,2299,248,0.7856876977479993,0.7809224318658281,0.9995121356262959,0.8767988016904723
112,4133,8214,6,2277,249,0.7875488553880514,0.7829568201315413,0.9992700729927008,0.8779862113195448
112,6741,8150,6,2328,262,0.7828029034059185,0.7778201946936438,0.9992643452672879,0.8747450896211227
112,9931,8148,2,2342,254,0.7818723245858924,0.7767397521448999,0.9997546012269939,0.8742489270386267
112,58146,8152,6,2336,252,0.7820584403498977,0.7772692601067888,0.9992645256190242,0.8743966534377347
112,79327,8197,4,2293,252,0.7862460450400149,0.7814108674928504,0.9995122546030972,0.8771066288588092
112,3114652,8084,4,2401,257,0.7761957937837335,0.7710061993323796,0.9995054401582592,0.8705109567651967
112,8538320,8119,3,2373,251,0.7788944723618091,0.7738276782310332,0.999630632849052,0.8723541420436232
113,80,8143,5,2335,263,0.7822445561139029,0.7771521282687536,0.999386352479136,0.8743691613873081
113,225,8124,6,2357,259,0.7801042248278429,0.7751168781604809,0.9992619926199262,0.8730320778034495
113,2067,8195,4,2299,248,0.7856876977479993,0.7809224318658281,0.9995121356262959,0.8767988016904723
113,4133,8214,6,2276,250,0.787641913270054,0.7830314585319352,0.9992700729927008,0.8780331373597008
113,6741,8150,6,2328,262,0.7828029034059185,0.7778201946936438,0.9992643452672879,0.8747450896211227
113,9931,8148,2,2341,255,0.781965382467895,0.776813804938507,0.9997546012269939,0.8742958313214229
113,58146,8152,6,2336,252,0.7820584403498977,0.7772692601067888,0.9992645256190242,0.8743966534377347
113,79327,8197,4,2291,254,0.7864321608040201,0.781559877955759,0.9995122546030972,0.8772004922681791
113,3114652,8083,5,2399,259,0.7762888516657361,0.7711314634611716,0.999381800197824,0.8705438879913839
113,8538320,8119,3,2373,251,0.7788944723618091,0.7738276782310332,0.999630632849052,0.8723541420436232
114,80,8143,5,2341,257,0.7816862088218872,0.7767073636016788,0.999386352479136,0.874087591240876
114,225,8124,6,2360,256,0.7798250511818351,0.7748950782144219,0.9992619926199262,0.8728913720855269
114,2067,8195,4,2300,247,0.7855946398659966,0.7808480228680323,0.9995121356262959,0.8767518990050283
114,4133,8215,5,2278,248,0.7875488553880514,0.7829028876393787,0.9993917274939172,0.8779992518569979
114,6741,8151,5,2332,258,0.7825237297599107,0.7775445960125918,0.9993869543894066,0.8746177370030581
114,9931,8149,1,2344,252,0.7817792667038899,0.7766129800819594,0.9998773006134969,0.8742155232526954
114,58146,8152,6,2343,245,0.7814070351758794,0.7767508337303478,0.9992645256190242,0.8740685144480781
114,79327,8197,4,2299,246,0.7856876977479993,0.7809641768292683,0.9995122546030972,0.8768251591164359
114,3114652,8083,5,2403,255,0.7759166201377257,0.770837306885371,0.999381800197824,0.8703564121890814
114,8538320,8119,3,2379,245,0.7783361250697934,0.7733854067441417,0.999630632849052,0.8720730397422127
115,80,8143,5,2339,259,0.7818723245858924,0.776855561915665,0.999386352479136,0.8741814278046163
115,225,8124,6,2359,257,0.7799181090638377,0.7749689974244014,0.9992619926199262,0.8729382689518078
115,2067,8195,4,2299,248,0.7856876977479993,0.7809224318658281,0.9995121356262959,0.8767988016904723
115,4133,8214,6,2277,249,0.7875488553880514,0.7829568201315413,0.9992700729927008,0.8779862113195448
115,6741,8150,6,2331,259,0.7825237297599107,0.7775975574849728,0.9992643452672879,0.8746042818050116
115,9931,8149,1,2342,254,0.781965382467895,0.7767610332666095,0.9998773006134969,0.874309318169626
115,58146,8152,6,2339,249,0.7817792667038899,0.7770469926603756,0.9992645256190242,0.8742559922784063
115,79327,8197,4,2299,246,0.7856876977479993,0.7809641768292683,0.9995122546030972,0.8768251591164359
115,3114652,8083,5,2402,256,0.7760096780197283,0.7709108249880782,0.999381800197824,0.8704032735691596
115,8538320,8119,3,2377,247,0.7785222408337986,0.7735327743902439,0.999630632849052,0.8721667203781287
116,80,8143,5,2343,255,0.781500093057882,0.7765592218195689,0.999386352479136,0.8739937748202211
116,225,8124,6,2362,254,0.7796389354178299,0.7747472820904062,0.9992619926199262,0.8727975934679845
116,2067,8195,4,2304,243,0.7852224083379862,0.7805505286217735,0.9995121356262959,0.8765643384319179
116,4133,8215,5,2282,244,0.787176623860041,0.7826045536820044,0.9993917274939172,0.877811615109259
116,6741,8151,5,2335,255,0.7822445561139029,0.7773221438107953,0.9993869543894066,0.8744769874476986
116,9931,8149,1,2353,243,0.7809417457658664,0.775947438583127,0.9998773006134969,0.8737936950461075
116,58146,8152,6,2347,241,0.7810348036478689,0.7764549004667111,0.9992645256190242,0.8738811170070215
116,79327,8197,4,2305,240,0.7851293504559836,0.7805179965720815,0.9995122546030972,0.8765438699673849
116,3114652,8084,4,2405,253,0.775823562255723,0.7707121746591667,0.9995054401582592,0.8703235183291167
116,8538320,8119,3,2383,241,0.777963893541783,0.7730908398400305,0.999630632849052,0.8718857388316151
117,80,8143,5,2341,257,0.7816862088218872,0.7767073636016788,0.999386352479136,0.874087591240876
117,225,8124,6,2361,255,0.7797319932998324,0.7748211731044349,0.9992619926199262,0.8728444802578564
117,2067,8195,4,2304,243,0.7852224083379862,0.7805505286217735,0.9995121356262959,0.8765643384319179
117,4133,8215,5,2281,245,0.7872696817420436,0.7826791158536586,0.9993917274939172,0.8778585167770893
117,6741,8151,5,2335,255,0.7822445561139029,0.7773221438107953,0.9993869543894066,0.8744769874476986
117,9931,8149,1,2351,245,0.7811278615298716,0.7760952380952381,0.9998773006134969,0.8738873994638069
117,58146,8152,6,2346,242,0.7811278615298716,0.7765288626405029,0.9992645256190242,0.8739279588336191
117,79327,8197,4,2304,241,0.7852224083379862,0.78059232454052,0.9995122546030972,0.8765907389584001
117,3114652,8084,4,2404,254,0.7759166201377257,0.7707856598016781,0.9995054401582592,0.8703703703703702
117,8538320,8119,3,2382,242,0.7780569514237856,0.7731644605275688,0.999630632849052,0.8719325565161361
118,80,8143,5,2348,250,0.7810348036478689,0.7761891144790773,0.999386352479136,0.8737593218520308
118,225,8124,6,2366,250,0.7792667038898194,0.7744518589132507,0.9992619926199262,0.872610096670247
118,2067,8195,4,2306,241,0.785036292573981,0.7804018664889059,0.9995121356262959,0.8764705882352942
118,4133,8215,5,2284,242,0.7869905080960358,0.7824554719497095,0.9993917274939172,0.8777178268069876
118,6741,8151,5,2338,252,0.781965382467895,0.7770998188578511,0.9993869543894066,0.8743362831858408
118,9931,8149,1,2356,240,0.7806625721198586,0.7757258448357924,0.9998773006134969,0.8736531760922003
